conditionID,campaignID,raceTextShown,imageShown,feedbackShown,turkMaster,blockID,turkID,turkAge,turkGender,turkRace,turkEducation,turkScore,turkDuration,turkFactor1,turkFactor2,turkFactor3,turkFactor4,turkFactor5,turkFactor6,turkFactor7,turkFactor8,turkFactor9,imageID,questionNum,defID,turkResponse,compasScore,groundTruth,defEthnicity,defGender,defAge,defJuvFelCount,defJuvMisdCount,defPriorsCount,defChargeID,defChargeDegree
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, WF-221,q11,1733,1,7,0,1,1,52,0,0,6,381,0
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, LM-206,q12,3957,1,2,0,3,0,24,0,0,1,84,0
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, BF-024,q13,5647,0,1,1,2,1,42,0,0,0,133,0
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, BM-019,q14,2393,0,3,0,2,0,22,0,0,0,65,1
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, BM-212,q15,5557,1,4,1,2,0,51,0,0,0,423,0
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, LM-201,q16,9295,1,2,0,3,0,30,0,0,2,313,1
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, BM-036,q17,3398,1,10,1,2,0,21,1,2,3,92,1
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, BM-002,q18,7652,1,8,1,2,0,25,0,0,8,172,1
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, BM-011,q19,1441,0,5,1,2,0,30,0,0,1,45,0
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, BM-010,q20,9644,0,6,0,2,0,22,0,0,0,283,0
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, WM-201,q21,2910,0,4,0,1,0,42,0,0,0,128,0
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, BM-009,q22,5438,1,10,1,2,0,20,0,0,1,186,1
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, BM-015,q23,1741,1,6,1,2,0,24,0,0,5,418,1
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, WM-016,q24,10044,0,2,1,1,0,34,0,0,0,374,0
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, BF-007,q25,1022,0,1,0,2,1,31,0,0,0,45,0
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, BM-033,q26,855,0,1,0,2,0,38,0,0,0,60,1
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, BM-025,q27,10011,1,3,1,2,0,45,0,0,4,127,0
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, BM-017,q28,921,0,7,0,2,0,30,0,0,1,283,0
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, WM-001,q29,8141,0,4,0,1,0,21,0,0,0,400,1
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, WM-011,q30,8613,1,2,0,1,0,33,0,0,2,133,0
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, BF-213,q31,3115,1,4,0,2,1,40,0,0,7,326,0
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, BM-005,q32,1024,0,2,0,2,0,27,0,0,0,306,0
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, BM-021,q33,1443,0,5,1,2,0,45,0,0,0,318,1
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, WM-006,q34,7412,0,2,1,1,0,28,0,0,0,169,1
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, BM-034,q35,8267,1,3,1,2,0,46,0,0,3,371,1
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, WM-221,q36,4841,0,1,0,1,0,55,0,0,0,45,0
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, LM-200,q37,8827,1,3,0,3,0,26,0,0,5,129,1
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, WM-018,q38,5593,1,4,1,1,0,37,0,0,4,21,0
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, LM-215,q39,9501,0,1,0,3,0,45,0,0,0,45,0
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, BF-001,q40,3635,1,4,0,2,1,24,0,0,2,89,1
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, BM-013,q41,8517,0,3,1,2,0,23,0,0,0,45,0
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, BM-004,q42,10307,1,6,0,2,0,31,2,0,6,169,1
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, WM-004,q43,9435,1,5,0,1,0,24,0,0,3,306,1
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, BF-203,q44,8307,1,6,0,2,1,53,0,0,5,413,1
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, BM-003,q45,3732,0,1,0,2,0,26,0,0,1,93,0
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, WM-012,q46,1642,0,6,0,1,0,29,0,0,1,45,0
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, BF-003,q47,2182,1,6,1,2,1,26,0,0,1,190,1
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, WM-013,q48,4105,1,9,1,1,0,33,0,0,7,229,1
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, WM-014,q49,7324,0,1,0,1,0,30,0,0,0,169,1
4,p4,0,0,0,0,1,A17OINLIDZ0C14,1,1,1,2,29,439,7,5,6,9,8,4,3,2,1, BM-016,q50,7678,1,7,1,2,0,28,0,2,7,306,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, WM-018,q01,5593,1,4,1,1,0,37,0,0,4,21,0
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, WM-004,q02,9435,0,5,0,1,0,24,0,0,3,306,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, WM-003,q03,4766,1,9,1,1,0,26,0,0,2,190,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BM-016,q04,7678,1,7,1,2,0,28,0,2,7,306,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, WF-002,q05,6064,0,2,0,1,1,31,0,0,0,45,0
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BM-021,q06,1443,0,5,1,2,0,45,0,0,0,318,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BM-003,q07,3732,1,1,0,2,0,26,0,0,1,93,0
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BF-001,q08,3635,1,4,0,2,1,24,0,0,2,89,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, WM-011,q09,8613,1,2,0,1,0,33,0,0,2,133,0
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, WM-201,q10,2910,0,4,0,1,0,42,0,0,0,128,0
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BF-203,q11,8307,1,6,0,2,1,53,0,0,5,413,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BF-003,q12,2182,1,6,1,2,1,26,0,0,1,190,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BF-213,q13,3115,1,4,0,2,1,40,0,0,7,326,0
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BM-015,q14,1741,1,6,1,2,0,24,0,0,5,418,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BF-224,q15,8938,0,5,0,2,1,48,0,0,0,45,0
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BM-036,q16,3398,1,10,1,2,0,21,1,2,3,92,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, WM-001,q17,8141,0,4,0,1,0,21,0,0,0,400,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BM-011,q18,1441,0,5,1,2,0,30,0,0,1,45,0
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BM-001,q19,2719,1,4,1,2,0,23,0,0,1,167,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BF-202,q20,8104,1,6,0,2,1,42,0,0,16,336,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BF-211,q21,61,1,2,0,2,1,51,0,0,7,306,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, WM-002,q22,9924,1,3,1,1,0,29,0,0,0,15,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BM-212,q23,5557,1,4,1,2,0,51,0,0,0,423,0
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BM-009,q24,5438,1,10,1,2,0,20,0,0,1,186,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BM-017,q25,921,0,7,0,2,0,30,0,0,1,283,0
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BF-024,q26,5647,0,1,1,2,1,42,0,0,0,133,0
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BM-002,q27,7652,1,8,1,2,0,25,0,0,8,172,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BM-013,q28,8517,0,3,1,2,0,23,0,0,0,45,0
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, WM-014,q29,7324,0,1,0,1,0,30,0,0,0,169,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BM-025,q30,10011,1,3,1,2,0,45,0,0,4,127,0
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, WM-012,q31,1642,1,6,0,1,0,29,0,0,1,45,0
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BM-010,q32,9644,0,6,0,2,0,22,0,0,0,283,0
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BM-012,q33,10406,1,7,0,2,0,43,0,0,2,306,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, WM-023,q34,4767,1,2,0,1,0,39,0,0,3,306,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BM-019,q35,2393,1,3,0,2,0,22,0,0,0,65,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BM-034,q36,8267,1,3,1,2,0,46,0,0,3,371,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BF-007,q37,1022,0,1,0,2,1,31,0,0,0,45,0
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, WM-221,q38,4841,0,1,0,1,0,55,0,0,0,45,0
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, LM-206,q39,3957,1,2,0,3,0,24,0,0,1,84,0
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, LM-215,q40,9501,0,1,0,3,0,45,0,0,0,45,0
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, WM-013,q41,4105,1,9,1,1,0,33,0,0,7,229,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BM-005,q42,1024,1,2,0,2,0,27,0,0,0,306,0
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BM-033,q43,855,1,1,0,2,0,38,0,0,0,60,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, LM-201,q44,9295,1,2,0,3,0,30,0,0,2,313,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BF-027,q45,10452,1,1,0,2,1,44,0,0,0,379,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, BM-004,q46,10307,1,6,0,2,0,31,2,0,6,169,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, LM-200,q47,8827,1,3,0,3,0,26,0,0,5,129,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, WM-006,q48,7412,1,2,1,1,0,28,0,0,0,169,1
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, WM-016,q49,10044,0,2,1,1,0,34,0,0,0,374,0
4,p4,0,0,0,0,1,A1958N8BVZQJKD,1,1,4,6,26,397,7,4,3,NA,NA,NA,NA,NA,NA, WF-221,q50,1733,1,7,0,1,1,52,0,0,6,381,0
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, BF-007,q01,1022,0,1,0,2,1,31,0,0,0,45,0
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, WM-006,q02,7412,0,2,1,1,0,28,0,0,0,169,1
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, WM-018,q03,5593,1,4,1,1,0,37,0,0,4,21,0
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, BM-010,q04,9644,0,6,0,2,0,22,0,0,0,283,0
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, BF-213,q05,3115,1,4,0,2,1,40,0,0,7,326,0
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, BF-024,q06,5647,0,1,1,2,1,42,0,0,0,133,0
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, BF-027,q07,10452,0,1,0,2,1,44,0,0,0,379,1
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, BM-011,q08,1441,0,5,1,2,0,30,0,0,1,45,0
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, BM-005,q09,1024,0,2,0,2,0,27,0,0,0,306,0
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, BM-003,q10,3732,0,1,0,2,0,26,0,0,1,93,0
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, BF-003,q11,2182,0,6,1,2,1,26,0,0,1,190,1
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, LM-206,q12,3957,0,2,0,3,0,24,0,0,1,84,0
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, WF-221,q13,1733,1,7,0,1,1,52,0,0,6,381,0
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, LM-201,q14,9295,0,2,0,3,0,30,0,0,2,313,1
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, BM-001,q15,2719,1,4,1,2,0,23,0,0,1,167,1
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, WM-016,q16,10044,0,2,1,1,0,34,0,0,0,374,0
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, BM-212,q17,5557,1,4,1,2,0,51,0,0,0,423,0
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, BM-021,q18,1443,0,5,1,2,0,45,0,0,0,318,1
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, WM-011,q19,8613,0,2,0,1,0,33,0,0,2,133,0
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, BM-015,q20,1741,1,6,1,2,0,24,0,0,5,418,1
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, BM-017,q21,921,0,7,0,2,0,30,0,0,1,283,0
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, BM-025,q22,10011,1,3,1,2,0,45,0,0,4,127,0
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, BF-001,q23,3635,1,4,0,2,1,24,0,0,2,89,1
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, BF-224,q24,8938,0,5,0,2,1,48,0,0,0,45,0
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, WM-221,q25,4841,0,1,0,1,0,55,0,0,0,45,0
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, BF-202,q26,8104,1,6,0,2,1,42,0,0,16,336,1
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, BM-019,q27,2393,1,3,0,2,0,22,0,0,0,65,1
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, BM-034,q28,8267,1,3,1,2,0,46,0,0,3,371,1
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, BM-013,q29,8517,0,3,1,2,0,23,0,0,0,45,0
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, BM-004,q30,10307,1,6,0,2,0,31,2,0,6,169,1
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, LM-200,q31,8827,1,3,0,3,0,26,0,0,5,129,1
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, WM-001,q32,8141,0,4,0,1,0,21,0,0,0,400,1
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, BM-016,q33,7678,1,7,1,2,0,28,0,2,7,306,1
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, WM-013,q34,4105,1,9,1,1,0,33,0,0,7,229,1
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, BM-033,q35,855,0,1,0,2,0,38,0,0,0,60,1
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, WM-014,q36,7324,0,1,0,1,0,30,0,0,0,169,1
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, LM-215,q37,9501,0,1,0,3,0,45,0,0,0,45,0
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, WM-012,q38,1642,0,6,0,1,0,29,0,0,1,45,0
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, WM-002,q39,9924,1,3,1,1,0,29,0,0,0,15,1
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, WM-201,q40,2910,0,4,0,1,0,42,0,0,0,128,0
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, BM-009,q41,5438,1,10,1,2,0,20,0,0,1,186,1
4,p4,0,0,0,0,1,A19WXS1CLVLEEX,5,0,1,5,31,629,7,8,9,NA,NA,NA,NA,NA,NA, BM-036,q42,3398,1,10,1,2,0,21,1,2,3,92,1
