blockID,defID,turkScore0,turkScore1,turkScore2,groundTruth,compasScore,defAge,defGender,defRace,defJuvFelCount,defJuvMisdCount,defPriorsCount,defChargeDegree
17,2514,20,19,18,1,9,35,0,2,0,1,23,1
17,2767,4,9,14,1,1,67,0,1,0,0,2,0
17,2820,0,2,3,0,1,66,0,1,0,0,0,0
17,3229,15,15,16,0,5,26,0,1,0,0,2,1
17,3676,11,11,12,0,5,50,0,2,0,0,1,1
17,4596,0,2,3,1,1,52,0,2,0,0,0,0
17,5515,3,6,7,0,1,45,0,2,0,0,1,0
17,5818,4,7,6,0,5,23,0,2,0,0,0,1
17,6056,19,20,20,1,8,31,0,1,0,0,17,1
17,6818,0,1,2,1,4,51,1,1,0,0,0,0
17,6911,3,4,3,1,4,20,0,3,0,0,0,0
17,7455,12,12,11,0,7,22,0,2,0,0,0,1
17,7615,3,3,7,0,1,34,0,2,0,0,0,1
17,8416,12,13,10,0,3,24,1,2,0,0,0,1
17,8747,19,19,19,1,9,25,0,1,0,0,5,1
18,10645,3,5,2,0,7,31,0,2,0,0,0,1
18,10841,2,2,2,1,1,27,0,2,0,0,0,0
18,10946,8,6,7,0,5,27,0,2,0,0,1,0
18,2053,2,1,2,0,7,23,0,2,0,0,0,0
18,2216,10,12,11,0,2,44,0,2,0,0,2,1
18,2613,1,6,5,0,1,46,0,1,0,0,0,1
18,2723,17,20,15,1,6,25,0,2,0,0,4,1
18,2794,19,19,17,1,4,27,0,1,0,1,4,0
18,364,7,5,1,0,3,25,0,2,0,0,0,1
18,3847,17,19,13,1,7,22,0,2,1,0,2,1
18,400,2,2,1,1,4,23,1,2,0,0,0,1
18,4164,19,19,16,0,4,40,1,1,0,0,4,1
18,4368,15,13,12,1,4,22,0,3,0,0,1,1
18,4719,1,2,4,0,1,29,0,1,0,0,0,0
18,4971,16,19,17,1,7,19,0,2,0,1,2,1
18,6766,19,20,20,1,8,29,0,2,0,1,8,1
18,7269,1,0,2,0,1,57,1,1,0,0,0,0
18,7411,19,18,18,0,9,30,0,2,0,0,5,0
18,8205,4,3,3,1,2,41,0,1,0,0,0,1
18,8358,3,3,1,0,6,21,1,2,0,0,0,1
18,8501,20,20,20,1,10,33,0,2,0,0,14,1
18,8832,16,19,16,1,5,24,0,2,0,0,2,1
18,9219,20,18,19,0,7,28,0,2,0,0,7,0
18,9235,5,8,4,0,1,56,0,1,0,0,1,1
18,9277,1,1,2,0,3,27,1,2,0,0,0,0
19,101,13,14,13,1,1,45,0,3,0,0,6,1
19,10277,19,17,20,0,7,30,0,2,0,1,14,1
19,10302,16,18,17,0,2,61,0,2,0,0,14,0
19,10336,10,10,16,1,8,29,0,2,1,0,3,0
19,10383,17,19,18,1,9,27,0,2,0,0,10,1
19,10412,2,2,1,0,1,49,0,1,0,0,0,1
19,10673,19,18,20,1,7,29,1,2,0,1,7,1
19,1146,13,13,19,1,7,26,0,2,0,0,4,1
19,1343,9,11,15,1,6,24,0,3,0,0,3,1
19,1576,19,19,19,1,8,42,0,2,1,0,13,0
19,2076,11,17,16,1,10,30,0,2,0,0,7,1
19,2329,19,19,20,1,10,25,0,2,0,4,14,1
19,2809,1,2,2,0,3,23,0,2,0,0,0,1
19,320,19,20,20,0,9,38,0,2,0,0,15,1
19,3751,18,20,20,1,10,41,0,2,2,0,18,0
19,3788,5,2,1,0,4,39,0,1,0,0,0,1
19,4692,2,2,0,0,1,47,0,1,0,0,0,0
19,5669,19,19,20,1,8,32,0,2,0,0,17,1
19,5754,18,19,20,1,4,34,0,2,0,0,13,1
19,6094,19,18,18,1,10,30,0,1,0,0,7,1
19,6267,2,2,0,1,1,51,1,1,0,0,0,0
19,6805,3,3,3,1,3,22,0,2,0,0,0,1
19,7298,1,2,7,0,2,42,1,2,0,0,1,1
19,837,3,6,8,1,6,46,0,1,0,0,2,1
19,9221,12,14,20,1,7,22,0,1,0,0,3,1
2,10502,2,3,0,0,1,31,0,1,0,0,0,1
2,1066,8,8,10,0,2,40,0,1,0,0,1,1
2,1103,7,5,6,0,8,22,0,2,0,0,0,1
2,1941,3,0,2,0,1,28,0,2,0,0,0,0
2,2002,18,18,19,0,5,49,0,1,0,0,12,0
2,3010,0,0,1,0,1,58,0,1,0,0,0,0
2,3248,16,16,17,1,1,70,0,1,0,0,11,1
2,375,17,14,18,0,2,30,0,1,0,0,4,1
2,3854,10,11,12,1,3,22,0,2,0,0,1,1
2,408,5,8,11,0,3,22,1,1,0,0,1,1
2,4098,16,18,19,1,4,26,0,2,0,0,4,1
2,4546,6,4,4,1,1,32,0,2,0,0,0,1
2,4640,20,18,20,1,10,25,0,2,0,1,10,1
2,4860,1,2,4,0,2,24,1,2,0,0,0,0
2,4943,19,19,19,1,9,46,0,2,1,0,9,1
2,4977,19,19,20,1,7,39,0,1,6,1,17,1
2,4991,19,19,20,1,3,58,0,2,0,0,10,1
2,5049,3,3,3,0,2,26,1,1,0,0,0,0
2,5765,19,19,19,0,9,51,0,2,1,0,19,1
2,7834,7,5,6,0,2,33,0,2,0,0,1,1
2,7897,2,0,4,1,5,24,1,1,0,0,0,0
2,7920,4,4,5,0,4,22,0,2,0,0,0,1
2,794,18,17,19,1,5,29,0,2,0,0,5,1
2,8046,19,19,20,1,10,27,0,2,0,0,13,1
2,913,15,17,16,1,8,31,0,2,0,0,3,0
20,10012,17,15,14,1,6,24,1,2,0,0,2,1
20,10289,3,3,7,1,8,36,0,1,0,0,0,1
20,10377,2,5,2,0,1,41,0,1,0,0,0,1
20,1215,1,1,0,0,1,83,0,3,0,0,0,0
20,1283,11,9,16,1,9,21,0,2,0,1,1,1
20,1331,19,19,19,1,10,23,0,2,0,3,6,1
20,173,19,16,19,1,5,33,0,2,0,0,5,1
20,203,1,1,0,0,2,24,1,2,0,0,0,0
20,2310,18,17,17,0,2,28,0,2,0,0,3,1
20,3205,9,8,11,0,1,49,0,1,0,0,2,0
20,3273,9,11,12,1,9,21,0,2,0,0,1,1
20,3285,18,19,18,1,5,46,0,2,0,0,5,1
20,3511,3,3,2,0,3,23,0,1,0,0,0,1
20,3869,2,2,3,0,4,26,0,2,0,0,0,0
20,3919,12,12,16,1,5,46,0,4,0,0,3,1
20,4774,1,2,2,0,1,61,0,1,0,0,0,0
20,4809,18,19,16,1,7,39,1,1,0,0,8,1
20,5103,20,19,20,0,9,30,0,3,0,0,7,1
20,6315,16,19,19,1,3,30,0,2,0,0,9,1
20,7023,12,12,14,0,5,25,0,1,0,0,2,1
20,8207,17,17,16,1,2,31,0,1,0,0,3,0
20,9337,7,9,4,0,5,44,0,1,0,0,1,1
20,9442,9,5,8,1,8,25,0,2,0,0,1,1
20,9581,1,3,1,0,3,23,1,2,0,0,0,1
20,9875,18,15,17,1,1,31,0,2,0,1,3,1
21,10011,18,16,14,1,3,45,0,2,0,0,4,0
21,10044,1,3,0,1,2,34,0,1,0,0,0,0
21,1022,3,2,0,0,1,31,1,2,0,0,0,0
21,1441,10,12,6,1,5,30,0,2,0,0,1,0
21,1642,9,12,7,0,6,29,0,1,0,0,1,0
21,1741,18,18,18,1,6,24,0,2,0,0,5,1
21,2182,12,12,13,1,6,26,1,2,0,0,1,1
21,2393,6,10,7,0,3,22,0,2,0,0,0,1
21,2910,5,3,2,0,4,42,0,1,0,0,0,0
21,3115,20,18,20,0,4,40,1,2,0,0,7,0
21,3635,15,16,14,0,4,24,1,2,0,0,2,1
21,3957,13,12,7,0,2,24,0,3,0,0,1,0
21,4105,20,20,20,1,9,33,0,1,0,0,7,1
21,4841,1,2,0,0,1,55,0,1,0,0,0,0
21,7324,3,2,4,0,1,30,0,1,0,0,0,1
21,7412,3,3,3,1,2,28,0,1,0,0,0,1
21,7678,19,20,20,1,7,28,0,2,0,2,7,1
21,8517,5,1,2,1,3,23,0,2,0,0,0,0
21,855,8,7,5,0,1,38,0,2,0,0,0,1
21,8938,3,2,2,0,5,48,1,2,0,0,0,0
21,921,9,8,7,0,7,30,0,2,0,0,1,0
21,9295,18,17,16,0,2,30,0,3,0,0,2,1
21,9435,17,19,17,0,5,24,0,1,0,0,3,1
21,9501,5,6,2,0,1,45,0,3,0,0,0,0
21,9644,9,8,3,0,6,22,0,2,0,0,0,0
22,10220,7,11,11,0,3,24,0,2,0,0,1,1
22,10423,15,17,15,1,2,28,0,1,0,0,2,1
22,10748,10,14,4,0,1,44,0,1,0,0,1,0
22,1195,15,18,15,0,7,37,1,2,0,0,3,1
22,1361,16,18,19,1,3,27,0,2,0,0,5,0
22,1490,18,18,16,1,4,30,0,2,0,0,4,0
22,2034,10,14,13,0,2,37,0,1,0,0,2,1
22,2525,4,3,3,0,2,28,0,1,0,0,0,1
22,2703,15,16,12,0,7,51,0,2,0,0,3,1
22,282,18,20,19,1,4,45,0,1,0,0,8,0
22,3647,8,8,10,0,3,20,0,2,0,0,0,1
22,4161,4,2,0,1,1,54,0,2,0,0,0,0
22,4629,5,4,1,1,1,55,0,1,0,0,0,0
22,5270,6,3,1,0,4,31,0,2,0,0,0,0
22,5500,20,18,14,0,4,72,0,1,0,0,7,1
22,6189,9,9,7,0,2,46,1,1,0,0,1,1
22,6207,4,1,1,1,8,38,0,2,0,0,0,0
22,6240,8,6,3,0,1,50,0,2,0,0,0,1
22,6884,5,7,3,0,8,29,0,1,0,0,0,1
22,7032,8,7,6,0,2,58,1,1,0,0,1,0
22,726,14,16,16,1,6,34,0,1,0,0,4,1
22,8162,6,10,5,0,2,48,0,4,0,0,0,1
22,838,4,4,4,0,3,44,0,2,0,0,1,0
22,9407,17,17,19,0,7,40,0,2,0,0,20,1
22,9634,20,20,18,0,3,24,0,3,0,0,2,1
23,10390,17,17,19,1,4,29,0,1,0,0,3,1
23,10762,7,8,8,0,4,26,1,3,0,0,1,0
23,10783,1,1,1,0,1,66,0,1,0,0,0,0
23,10824,11,13,13,1,4,23,1,2,0,0,1,1
23,10919,18,19,20,1,6,35,0,2,0,0,12,0
23,1159,2,1,2,0,1,53,1,2,0,0,0,1
23,1286,18,18,19,1,4,24,0,1,0,2,3,1
23,1833,4,2,4,0,3,24,0,4,0,0,0,1
23,2572,15,17,17,1,5,28,1,2,0,0,2,1
23,3234,20,20,19,0,1,39,0,1,0,0,8,1
23,3510,19,19,19,1,9,36,0,1,1,0,10,0
23,4461,17,17,14,0,1,64,0,1,0,0,8,1
23,4703,5,5,4,1,2,25,0,3,0,0,0,1
23,505,3,7,10,0,1,29,0,2,0,0,0,1
23,5213,16,15,17,0,2,33,0,3,0,0,3,0
23,5217,2,5,5,1,1,37,0,2,0,0,0,1
23,526,10,8,9,0,6,21,1,1,0,0,0,1
23,5352,3,5,2,1,2,24,0,2,0,0,0,0
23,5917,7,7,10,1,4,32,0,2,0,0,1,0
23,7219,17,19,19,0,4,32,0,2,0,0,3,1
23,7224,8,11,11,1,3,24,0,2,0,0,1,1
23,8528,8,12,13,0,2,32,0,2,0,0,1,1
23,9428,19,20,19,0,2,52,0,1,0,0,7,0
23,9690,5,5,9,0,2,26,1,2,0,0,0,0
23,9844,13,12,11,1,1,51,0,1,0,0,2,1
24,10137,2,3,3,0,7,32,0,2,0,0,0,1
24,10150,16,16,18,1,2,28,0,2,0,0,3,0
24,10591,17,14,19,1,5,40,0,1,0,0,4,1
24,10700,19,20,20,1,10,36,0,2,1,2,14,1
24,1166,17,19,17,1,9,27,0,2,0,0,4,1
24,2228,20,19,20,1,4,19,0,2,0,2,3,1
24,4117,5,5,5,0,1,48,1,1,0,0,1,0
24,42,18,15,17,1,8,32,0,2,0,0,4,1
24,4290,4,5,7,0,1,29,0,2,0,0,1,0
24,5985,1,0,4,0,1,65,0,1,0,0,0,0
24,6171,3,5,4,0,1,45,1,2,0,0,1,1
24,685,11,9,15,1,10,46,1,2,0,0,2,1
24,7199,8,5,9,0,6,28,0,2,0,0,1,1
24,7437,19,17,20,1,10,29,1,1,0,0,20,1
24,7517,2,1,1,0,1,41,1,2,0,0,0,0
24,7830,10,12,15,1,5,31,1,2,0,0,2,1
24,8532,13,11,14,0,2,30,0,2,0,0,1,1
24,9328,1,1,1,0,1,41,1,3,0,0,0,1
24,9336,16,18,20,0,4,26,0,2,0,0,5,1
24,9399,16,12,15,1,3,43,0,3,0,0,3,0
24,9467,3,4,3,1,7,22,0,2,0,0,0,1
24,9586,2,3,2,1,5,22,1,2,0,0,0,0
24,9609,19,19,20,1,5,32,1,3,0,0,8,0
24,9686,2,5,4,0,4,24,0,2,0,0,0,1
24,9820,12,10,14,0,4,29,0,2,0,0,2,0
25,10076,18,19,20,0,4,21,0,2,0,0,2,1
25,10401,4,2,1,0,1,47,1,1,0,0,0,0
25,1059,10,12,13,0,6,24,0,2,0,0,1,0
25,10706,6,1,2,0,7,42,0,2,0,0,0,0
25,1160,8,10,3,0,7,23,1,2,0,0,0,1
25,1870,10,6,6,0,3,20,0,2,0,0,0,1
25,2502,5,5,4,0,1,45,0,3,0,0,0,1
25,2533,6,7,2,1,6,19,0,1,0,0,0,0
25,2586,14,11,9,0,1,40,0,1,0,0,1,1
25,2790,4,5,3,0,4,43,0,1,0,0,0,0
25,3322,8,6,3,1,4,22,0,2,0,0,0,1
25,3602,18,19,18,1,8,35,0,2,0,0,10,0
25,4122,6,5,7,0,6,25,1,1,0,0,0,1
25,4444,16,17,15,0,10,25,1,1,0,0,2,1
25,4724,4,3,2,1,1,64,1,2,0,0,1,0
25,5433,12,12,7,1,8,20,1,2,0,0,1,1
25,6096,10,11,9,1,9,20,0,2,0,0,1,0
25,6170,20,19,20,1,9,29,0,2,0,1,8,0
25,6251,15,19,19,0,4,33,0,2,0,0,5,1
25,6377,17,17,18,1,7,27,0,1,0,0,2,1
25,6586,18,19,18,1,5,53,1,1,0,0,6,1
25,7958,12,13,14,0,2,58,0,1,0,0,5,0
25,9357,18,18,20,0,4,36,0,2,0,0,6,0
25,9617,18,19,18,1,4,27,0,2,0,0,4,1
25,9833,5,5,1,0,1,67,0,1,0,0,0,1
26,10008,8,9,11,1,4,28,0,1,0,0,1,1
26,10491,6,7,10,0,3,29,0,1,0,0,1,0
26,10878,12,10,16,1,6,47,0,3,0,0,3,0
26,227,3,2,6,1,3,31,1,2,0,0,0,1
26,2476,18,18,18,1,8,26,0,2,0,1,13,1
26,2605,5,9,9,0,8,45,0,3,0,0,1,0
26,2758,4,2,2,0,2,25,0,2,0,0,0,1
26,3215,2,2,2,0,1,52,0,1,0,0,0,0
26,3289,20,20,19,0,6,38,0,2,0,0,15,1
26,3790,7,9,9,0,3,29,0,1,0,0,1,1
26,4637,9,7,14,1,1,36,0,2,0,0,2,1
26,4907,17,19,19,1,9,31,0,2,2,1,16,1
26,5134,18,17,20,1,9,27,0,1,0,0,18,1
26,5330,3,4,2,1,1,29,0,2,0,0,0,0
26,552,10,12,15,1,6,22,0,1,0,0,2,0
26,5852,3,6,5,0,1,55,1,2,0,0,1,1
26,5923,11,16,14,0,2,29,0,1,0,0,2,1
26,6229,16,17,17,1,5,38,0,1,0,0,5,0
26,6379,9,7,15,0,6,22,0,1,0,0,1,1
26,7259,16,19,20,0,5,26,0,1,0,0,5,0
26,8881,1,3,3,1,10,40,0,2,0,0,0,1
26,8882,14,16,17,1,9,22,0,2,0,0,2,0
26,9405,18,19,19,1,10,38,1,2,0,0,7,1
26,9437,11,16,20,0,9,23,0,3,0,1,2,1
26,9830,2,2,5,0,2,48,0,1,0,0,0,1
27,1032,20,20,18,1,9,29,0,3,0,0,7,1
27,10528,3,6,7,0,1,41,0,3,0,0,1,0
27,10540,3,5,9,1,1,31,1,1,0,0,1,0
